cell_index,orginal_cell_index,cell_type,coordinates,neighbors,velocity,midpoint,area,oil_amount,scaled_normals
1970,2148,Sim_Triangle,"[(np.float64(0.7273903435124229), np.float64(0.370321809392064)), (np.float64(0.7414979240857607), np.float64(0.3562835098472896)), (np.float64(0.7466153268543352), np.float64(0.3755228575865524))]","[{1619: [np.int64(593), np.int64(806)]}, {2369: [np.int64(659), np.int64(806)]}, {2430: [np.int64(593), np.int64(659)]}]",[ 0.21967582 -0.7385012 ],"[np.float64(0.7385011981508396), np.float64(0.3673760589419686)]",0.00017163014068330974,8.49805905982748e-23,"[{2430: array([-0.0140383 , -0.01410758])}, {2369: array([ 0.01923935, -0.0051174 ])}, {1619: array([-0.00520105,  0.01922498])}]"
1971,2149,Sim_Triangle,"[(np.float64(0.6211290279943683), np.float64(0.3059345682141075)), (np.float64(0.6352234641541001), np.float64(0.2918991950846487)), (np.float64(0.6403361951030464), np.float64(0.3111210005297221))]","[{1617: [np.int64(292), np.int64(295)]}, {2284: [np.int64(294), np.int64(295)]}, {2286: [np.int64(292), np.int64(294)]}]",[ 0.17653901 -0.63222956],"[np.float64(0.6322295624171715), np.float64(0.30298492127615945)]",0.00017133979814968288,1.1457017518714756e-14,"[{2286: array([-0.01403537, -0.01409444])}, {2284: array([ 0.01922181, -0.00511273])}, {1617: array([-0.00518643,  0.01920717])}]"
1972,2150,Sim_Triangle,"[(np.float64(0.5458454613251097), np.float64(0.3572709725840265)), (np.float64(0.5650228349522995), np.float64(0.3624532270547689)), (np.float64(0.5509161368625733), np.float64(0.3764350945377652))]","[{1410: [np.int64(1485), np.int64(862)]}, {2051: [np.int64(939), np.int64(862)]}, {3169: [np.int64(939), np.int64(1485)]}]",[ 0.2546008  -0.55392814],"[np.float64(0.5539281443799942), np.float64(0.36538643139218685)]",0.00017061999798508658,1.6667357759828477e-16,"[{2051: array([ 0.00518225, -0.01917737])}, {3169: array([0.01398187, 0.0141067 ])}, {1410: array([-0.01916412,  0.00507068])}]"
1973,2151,Sim_Triangle,"[(np.float64(0.3313811900706985), np.float64(0.3527077602241014)), (np.float64(0.3122696251792362), np.float64(0.3475528617428761)), (np.float64(0.3262672010595469), np.float64(0.3335808627034804))]","[{1788: [np.int64(560), np.int64(503)]}, {1837: [np.int64(493), np.int64(503)]}, {2464: [np.int64(560), np.int64(493)]}]",[ 0.27995263 -0.32330601],"[np.float64(0.32330600543649385), np.float64(0.3446138282234859)]",0.00016959142447555447,1.8382408627919674e-17,"[{1837: array([-0.0051549 ,  0.01911156])}, {1788: array([-0.013972  , -0.01399758])}, {2464: array([ 0.0191269 , -0.00511399])}]"
1974,2152,Sim_Triangle,"[(np.float64(0.9212573876441343), np.float64(0.2256028318293997)), (np.float64(0.9161406030556254), np.float64(0.206347622263716)), (np.float64(0.9348246247197906), np.float64(0.2109096227838185))]","[{2079: [np.int64(752), np.int64(827)]}, {2087: [np.int64(827), np.int64(751)]}, {2093: [np.int64(752), np.int64(751)]}]",[ 0.02947185 -0.92407421],"[np.float64(0.9240742051398501), np.float64(0.21428669229231143)]",0.00016821098935962202,4.5260336480850275e-24,"[{2093: array([-0.01925521,  0.00511678])}, {2079: array([ 0.004562  , -0.01868402])}, {2087: array([0.01469321, 0.01356724])}]"
1975,2153,Sim_Triangle,"[(np.float64(0.7804189642823484), np.float64(0.09853649586941927)), (np.float64(0.7611306291895756), np.float64(0.09332912094555722)), (np.float64(0.7751014911589755), np.float64(0.07983470294509805))]","[{1986: [np.int64(1049), np.int64(810)]}, {2431: [np.int64(810), np.int64(1051)]}, {3076: [np.int64(1049), np.int64(1051)]}]",[-0.06387663 -0.77221703],"[np.float64(0.7722170282102998), np.float64(0.09056677325335817)]",0.00016651818627949578,9.741415425245915e-11,"[{1986: array([-0.00520737,  0.01928834])}, {2431: array([-0.01349442, -0.01397086])}, {3076: array([ 0.01870179, -0.00531747])}]"
1976,2154,Sim_Triangle,"[(np.float64(0.617133970896299), np.float64(0.09031209065435325)), (np.float64(0.6364227755217342), np.float64(0.09551037757838345)), (np.float64(0.6223069053329222), np.float64(0.1096057955139986))]","[{798: [np.int64(1578), np.int64(1351)]}, {1467: [np.int64(1353), np.int64(1351)]}, {2747: [np.int64(1353), np.int64(1578)]}]",[-0.02658149 -0.62528788],"[np.float64(0.6252878839169852), np.float64(0.09847608791557842)]",0.00017263105304887282,3.5563565398200355e-07,"[{1467: array([ 0.00519829, -0.0192888 ])}, {2747: array([0.01409542, 0.01411587])}, {798: array([-0.0192937 ,  0.00517293])}]"
1977,2155,Sim_Triangle,"[(np.float64(0.8324837529870055), np.float64(0.3628371829854702)), (np.float64(0.8132302569333526), np.float64(0.357636370308931)), (np.float64(0.8273620406525926), np.float64(0.3435629016585434))]","[{1833: [np.int64(504), np.int64(470)]}, {2271: [np.int64(1477), np.int64(470)]}, {2309: [np.int64(504), np.int64(1477)]}]",[ 0.18980708 -0.82435868],"[np.float64(0.824358683524317), np.float64(0.35467881831764814)]",0.00017223011651528908,2.3853024276477087e-28,"[{1833: array([-0.00520081,  0.0192535 ])}, {2309: array([-0.01407347, -0.01413178])}, {2271: array([ 0.01927428, -0.00512171])}]"
1978,2156,Sim_Triangle,"[(np.float64(0.6671214573325288), np.float64(0.4789511475967439)), (np.float64(0.6530452220129996), np.float64(0.4929698376672808)), (np.float64(0.6479484796868313), np.float64(0.4737783001882792))]","[{1179: [np.int64(523), np.int64(575)]}, {1839: [np.int64(1502), np.int64(575)]}, {1883: [np.int64(523), np.int64(1502)]}]",[ 0.35069208 -0.65603839],"[np.float64(0.6560383863441199), np.float64(0.4818997618174346)]",0.00017079712436896547,6.528318156972277e-32,"[{1179: array([0.01401869, 0.01407624])}, {1839: array([-0.01919154,  0.00509674])}, {1883: array([ 0.00517285, -0.01917298])}]"
1979,2157,Sim_Triangle,"[(np.float64(0.9417840632245786), np.float64(0.3028352920279035)), (np.float64(0.9549120142794927), np.float64(0.2890121513242024)), (np.float64(0.9610813507709467), np.float64(0.3080560052198736))]","[{2236: [np.int64(834), np.int64(966)]}, {2704: [np.int64(1129), np.int64(834)]}, {3671: [np.int64(1129), np.int64(966)]}]",[ 0.10944932 -0.95259248],"[np.float64(0.9525924760916727), np.float64(0.2999678161906598)]",0.00016764319410457614,2.1280935997549646e-32,"[{2236: array([-0.01382314, -0.01312795])}, {3671: array([ 0.01904385, -0.00616934])}, {2704: array([-0.00522071,  0.01929729])}]"
1980,2158,Sim_Triangle,"[(np.float64(0.8417082956477944), np.float64(0.06238125689473093)), (np.float64(0.8278413024247204), np.float64(0.07542153661698991)), (np.float64(0.8227035805297968), np.float64(0.05610360915433071))]","[{2080: [np.int64(824), np.int64(677)]}, {2089: [np.int64(1468), np.int64(677)]}, {3677: [np.int64(824), np.int64(1468)]}]",[-0.10151474 -0.83075106],"[np.float64(0.8307510595341038), np.float64(0.06463546755535052)]",0.0001674394499267542,3.30156764498227e-12,"[{2080: array([0.01304028, 0.01386699])}, {2089: array([-0.01931793,  0.00513772])}, {3677: array([ 0.00627765, -0.01900472])}]"
1981,2159,Sim_Triangle,"[(np.float64(0.883926134062647), np.float64(0.2872024456688386)), (np.float64(0.8697784504668694), np.float64(0.3012961344778831)), (np.float64(0.8646513608363817), np.float64(0.2819960310251837))]","[{1824: [np.int64(1470), np.int64(518)]}, {2094: [np.int64(506), np.int64(1470)]}, {2207: [np.int64(506), np.int64(518)]}]",[ 0.11560781 -0.87278532],"[np.float64(0.8727853151219659), np.float64(0.29016487039063515)]",0.00017265568138136872,4.914159490353128e-26,"[{2207: array([0.01409369, 0.01414768])}, {2094: array([-0.0193001 ,  0.00512709])}, {1824: array([ 0.00520641, -0.01927477])}]"
1982,2160,Sim_Triangle,"[(np.float64(0.5813982344183157), np.float64(0.4913119786793877)), (np.float64(0.5762671861236421), np.float64(0.4720894397265895)), (np.float64(0.5954521764875862), np.float64(0.4773031090726105))]","[{623: [np.int64(1193), np.int64(1191)]}, {1637: [np.int64(451), np.int64(1191)]}, {2001: [np.int64(1193), np.int64(451)]}]",[ 0.36336034 -0.58437253],"[np.float64(0.5843725323431813), np.float64(0.4802348424928626)]",0.0001710163176865398,2.1778430402067112e-24,"[{1637: array([-0.01922254,  0.00513105])}, {2001: array([ 0.00521367, -0.01918499])}, {623: array([0.01400887, 0.01405394])}]"
1983,2161,Sim_Triangle,"[(np.float64(0.9295504681106588), np.float64(0.8729527582178706)), (np.float64(0.9452783119028338), np.float64(0.8578060777492188)), (np.float64(0.9486651863033861), np.float64(0.8757459911889092))]","[{964: [np.int64(1112), np.int64(987)]}, {3178: [np.int64(1113), np.int64(987)]}, {3633: [np.int64(1112), np.int64(1113)]}]",[ 0.68060201 -0.94116466],"[np.float64(0.9411646554389597), np.float64(0.8688349423853329)]",0.00016672803027860714,2.7195576814862236e-114,"[{964: array([-0.01514668, -0.01572784])}, {3178: array([ 0.01793991, -0.00338687])}, {3633: array([-0.00279323,  0.01911472])}]"
1984,2162,Sim_Triangle,"[(np.float64(0.9459779015049019), np.float64(0.1059510400589897)), (np.float64(0.9243217654247606), np.float64(0.1014687127790529)), (np.float64(0.9378914957611137), np.float64(0.0862673611782239))]","[{2024: [np.int64(962), np.int64(754)]}, {2131: [np.int64(754), np.int64(1478)]}, {3533: [np.int64(962), np.int64(1478)]}]",[-0.08931704 -0.93606372],"[np.float64(0.9360637208969255), np.float64(0.09789570467208882)]",0.0001950132556688239,1.6437338234236338e-18,"[{2024: array([-0.00448233,  0.02165614])}, {2131: array([-0.01520135, -0.01356973])}, {3533: array([ 0.01968368, -0.00808641])}]"
1985,2163,Sim_Triangle,"[(np.float64(0.3526874444985767), np.float64(0.2335307392780441)), (np.float64(0.3666756895283937), np.float64(0.2194445358596673)), (np.float64(0.37184480326206), np.float64(0.2387735563847703))]","[{496: [np.int64(264), np.int64(266)]}, {2446: [np.int64(265), np.int64(266)]}, {2502: [np.int64(264), np.int64(265)]}]",[ 0.15783575 -0.36373598],"[np.float64(0.3637359790963435), np.float64(0.23058294384082723)]",0.0001715961314183256,1.9019187275401653e-10,"[{2502: array([-0.0140862 , -0.01398825])}, {2446: array([ 0.01932902, -0.00516911])}, {496: array([-0.00524282,  0.01915736])}]"
1986,2164,Sim_Triangle,"[(np.float64(0.5251518976330211), np.float64(0.2800041541588722)), (np.float64(0.520039702785434), np.float64(0.2608220425391319)), (np.float64(0.5392268510359599), np.float64(0.2660014772651332))]","[{1923: [np.int64(282), np.int64(283)]}, {1933: [np.int64(281), np.int64(282)]}, {2487: [np.int64(281), np.int64(283)]}]",[ 0.16331466 -0.52813948],"[np.float64(0.5281394838181382), np.float64(0.26894255798771244)]",0.00017078586994320798,1.6628035354806e-11,"[{1933: array([-0.01918211,  0.00511219])}, {2487: array([ 0.00517943, -0.01918715])}, {1923: array([0.01400268, 0.01407495])}]"
1987,2165,Sim_Triangle,"[(np.float64(0.9224904901354708), np.float64(0.2976194622399215)), (np.float64(0.9366530743174322), np.float64(0.283525918536897)), (np.float64(0.9417840632245786), np.float64(0.3028352920279035))]","[{2236: [np.int64(834), np.int64(770)]}, {2252: [np.int64(770), np.int64(702)]}, {2669: [np.int64(834), np.int64(702)]}]",[ 0.10793172 -0.93364254],"[np.float64(0.9336425425591606), np.float64(0.2946602242682407)]",0.0001728922219849575,7.784836127916928e-31,"[{2252: array([-0.01409354, -0.01416258])}, {2236: array([ 0.01930937, -0.00513099])}, {2669: array([-0.00521583,  0.01929357])}]"
1988,2166,Sim_Triangle,"[(np.float64(0.5443397295079566), np.float64(0.2851865661722294)), (np.float64(0.5392268510359599), np.float64(0.2660014772651332)), (np.float64(0.5584165615871732), np.float64(0.2711819379271624))]","[{1923: [np.int64(283), np.int64(284)]}, {2030: [np.int64(284), np.int64(285)]}, {3108: [np.int64(283), np.int64(285)]}]",[ 0.16465778 -0.54732771],"[np.float64(0.5473277140436966), np.float64(0.27412332712150833)]",0.00017083461861627783,6.3377847966228785e-12,"[{1923: array([-0.01918509,  0.00511288])}, {3108: array([ 0.00518046, -0.01918971])}, {2030: array([0.01400463, 0.01407683])}]"
1989,2167,Sim_Triangle,"[(np.float64(0.9011274965564076), np.float64(0.1489955856051215)), (np.float64(0.8959941721601433), np.float64(0.1296801231520568)), (np.float64(0.9152886838809459), np.float64(0.1348917656187744))]","[{1996: [np.int64(582), np.int64(583)]}, {2240: [np.int64(1483), np.int64(582)]}, {2273: [np.int64(1483), np.int64(583)]}]",[-0.04297153 -0.90413678],"[np.float64(0.9041367841991655), np.float64(0.13785582479198422)]",0.0001729646826371851,4.836216871422232e-18,"[{1996: array([-0.01931546,  0.00513332])}, {2240: array([ 0.00521164, -0.01929451])}, {2273: array([0.01410382, 0.01416119])}]"
1990,2168,Sim_Triangle,"[(np.float64(0.504098338302666), np.float64(0.2028525622916098)), (np.float64(0.4989835769942578), np.float64(0.1836465295096724)), (np.float64(0.5181943660306648), np.float64(0.1888419281083338))]","[{1826: [np.int64(1010), np.int64(1011)]}, {1859: [np.int64(1011), np.int64(1012)]}, {2510: [np.int64(1010), np.int64(1012)]}]",[ 0.09036192 -0.50709209],"[np.float64(0.5070920937758628), np.float64(0.19178033996987198)]",0.00017119491013296249,2.5882921716520763e-08,"[{1826: array([-0.01920603,  0.00511476])}, {2510: array([ 0.0051954 , -0.01921079])}, {1859: array([0.01401063, 0.01409603])}]"
1991,2169,Sim_Triangle,"[(np.float64(0.5926948400667582), np.float64(0.06585714650768458)), (np.float64(0.5734219298614978), np.float64(0.06062783286115225)), (np.float64(0.5872550765445743), np.float64(0.04765072058053441))]","[{1930: [np.int64(969), np.int64(972)]}, {2366: [np.int64(969), np.int64(1519)]}, {2406: [np.int64(972), np.int64(1519)]}]",[-0.05884622 -0.58445728],"[np.float64(0.5844572821576101), np.float64(0.058045233316457084)]",0.00016122229121611297,1.2880295759896522e-05,"[{1930: array([-0.00522931,  0.01927291])}, {2406: array([-0.01297711, -0.01383315])}, {2366: array([ 0.01820643, -0.00543976])}]"
1992,2170,Sim_Triangle,"[(np.float64(0.9212573876441343), np.float64(0.2256028318293997)), (np.float64(0.939039920799742), np.float64(0.2291108981781421)), (np.float64(0.9261363570571303), np.float64(0.2446280235378982))]","[{2081: [np.int64(1480), np.int64(751)]}, {2087: [np.int64(830), np.int64(751)]}, {2752: [np.int64(1480), np.int64(830)]}]",[ 0.04735167 -0.92881122],"[np.float64(0.9288112218336688), np.float64(0.23311391784848)]",0.0001606001769669458,1.8456308229401787e-25,"[{2087: array([ 0.00350807, -0.01778253])}, {2752: array([0.01551713, 0.01290356])}, {2081: array([-0.01902519,  0.00487897])}]"
1993,2171,Sim_Triangle,"[(np.float64(0.6955112652911661), np.float64(0.183054914500518)), (np.float64(0.6813494369181683), np.float64(0.1971407046739666)), (np.float64(0.6762106377598879), np.float64(0.1778698542479076))]","[{611: [np.int64(369), np.int64(356)]}, {2322: [np.int64(368), np.int64(356)]}, {2331: [np.int64(368), np.int64(369)]}]",[ 0.0491504  -0.68435711],"[np.float64(0.684357113323074), np.float64(0.18602182447413074)]",0.00017264726151129607,6.131496882262925e-11,"[{2322: array([0.01408579, 0.01416183])}, {611: array([-0.01927085,  0.0051388 ])}, {2331: array([ 0.00518506, -0.01930063])}]"
1994,2172,Sim_Triangle,"[(np.float64(0.3492083625876445), np.float64(0.2864653282788137)), (np.float64(0.3300828797570724), np.float64(0.2813081071981532)), (np.float64(0.3440784152974744), np.float64(0.2672624661057957))]","[{1853: [np.int64(843), np.int64(846)]}, {2354: [np.int64(1157), np.int64(846)]}, {2483: [np.int64(843), np.int64(1157)]}]",[ 0.21012066 -0.34112322],"[np.float64(0.3411232192140637), np.float64(0.27834530052758755)]",0.000170403869240178,3.3167731951867174e-13,"[{1853: array([-0.00515722,  0.01912548])}, {2354: array([-0.01404564, -0.01399554])}, {2483: array([ 0.01920286, -0.00512995])}]"
1995,2173,Sim_Triangle,"[(np.float64(0.749388307820736), np.float64(0.2512601094863653)), (np.float64(0.7442641516890676), np.float64(0.2319853205684454)), (np.float64(0.763518436928295), np.float64(0.2371843489015433))]","[{2021: [np.int64(345), np.int64(346)]}, {2068: [np.int64(346), np.int64(347)]}, {2255: [np.int64(345), np.int64(347)]}]",[ 0.0896652 -0.7523903],"[np.float64(0.7523902988126995), np.float64(0.240143259652118)]",0.0001722408254198843,4.15186887183022e-15,"[{2021: array([-0.01927479,  0.00512416])}, {2255: array([ 0.00519903, -0.01925429])}, {2068: array([0.01407576, 0.01413013])}]"
1996,2174,Sim_Triangle,"[(np.float64(0.7276902199482735), np.float64(0.1022197187865109)), (np.float64(0.7225565816711798), np.float64(0.08291659972915583)), (np.float64(0.7418429784990188), np.float64(0.08812221317536838))]","[{1880: [np.int64(603), np.int64(675)]}, {2282: [np.int64(674), np.int64(675)]}, {2299: [np.int64(674), np.int64(603)]}]",[-0.05505314 -0.73069659],"[np.float64(0.7306965933728241), np.float64(0.09108617723034503)]",0.00017278193885597083,1.953986614120636e-09,"[{2299: array([-0.01930312,  0.00513364])}, {2282: array([ 0.00520561, -0.0192864 ])}, {1880: array([0.01409751, 0.01415276])}]"
1997,2175,Sim_Triangle,"[(np.float64(0.5617402368545237), np.float64(0.2184421125266913)), (np.float64(0.5566221450787209), np.float64(0.1992335921499017)), (np.float64(0.5758408137451535), np.float64(0.2044286141768693))]","[{1894: [np.int64(1016), np.int64(1017)]}, {1904: [np.int64(1017), np.int64(1018)]}, {2911: [np.int64(1016), np.int64(1018)]}]",[ 0.09442123 -0.5647344 ],"[np.float64(0.5647343985594659), np.float64(0.20736810628448743)]",0.00017128679459130084,1.936535493186407e-09,"[{1894: array([-0.01920852,  0.00511809])}, {2911: array([ 0.00519502, -0.01921867])}, {1904: array([0.0140135 , 0.01410058])}]"
1998,2176,Sim_Triangle,"[(np.float64(0.8929450780349819), np.float64(0.2538013811190423)), (np.float64(0.8878118908417175), np.float64(0.2344965735882692)), (np.float64(0.9070998953973599), np.float64(0.2397033182903397))]","[{1977: [np.int64(666), np.int64(607)]}, {2115: [np.int64(666), np.int64(667)]}, {2456: [np.int64(667), np.int64(607)]}]",[ 0.06347663 -0.89595229],"[np.float64(0.8959522880913532), np.float64(0.2426670909992171)]",0.00017281201018804306,3.0776932432636802e-24,"[{1977: array([-0.01930481,  0.00513319])}, {2115: array([ 0.00520674, -0.019288  ])}, {2456: array([0.01409806, 0.01415482])}]"
